AirlineID,Name,IATA,ICAO,Callsign,Country,Active
412,Aerolineas Argentinas,AR,ARG,ARGENTINA,Argentina,Y
413,Arrowhead Airways,N/A,ARH,ARROWHEAD,United States,N
414,Aero Vics,N/A,ARI,AEROVICS,Mexico,N
415,Aerojet de Costa Rica,N/A,ARJ, S.A.,N/A,N
416,Antillana De Navegacion Aerea,N/A,SUN,N/A,Dominican Republic,N
417,Aeroservicios De San Luis,N/A,SUO,SERVICIO SANLUIS,Mexico,N
418,Aerosuper,N/A,SUP,AEROSUPER,Mexico,N
419,Aero Link Air Services S.L.,N/A,ARK,LINK SERVICE,Spain,N
420,Airlec - Air Aquitaine Transport,N/A,ARL,AIRLEC,France,N
421,Aeromarket Express,N/A,ARM,AMEX,Spain,N
422,Arrow Aviation Ltd.,N/A,ARO,ARROW,Canada,N
423,RPA-Aviataxi Ltd.,N/A,ARP,N/A,Russia,N
424,Air Klaipeda,N/A,KLD,AIR KLAIPEDA,Lithuania,N
425,Armstrong Air,N/A,ARQ, Inc.,ARMSTRONG,N
426,Air Armenia,QN,ARR,AIR ARMENIA,Armenia,N
427,Aeromet Servicios,N/A,ARS,METSERVICE,Chile,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,N/A,ART,AEROTAL,Colombia,N
429,Aravco Ltd.,N/A,ARV,ARAVCO,United Kingdom,N
430,Aria,N/A,ARW,ARIABIRD,France,N
431,Air Xpress,N/A,ARX, Inc.,AIREX,N
432,Airline Alania,N/A,OST,ALANIA,Russia,N
433,Air Tchad,N/A,HTT,HOTEL TANGO,Chad,N
434,Aerloineas de Techuacan,N/A,HUC,LINEAS TEHUACAN,Mexico,N
435,Aerotransportes Huitzilin,N/A,HUT,AEROHUITZILIN,Mexico,N
436,Aero Transportes Del Humaya,N/A,HUY,AERO HUMAYA,Mexico,N
437,Argosy Airways,N/A,ARY,GOSEY,United States,N
438,Air Resorts,N/A,ARZ,AIR RESORTS,United States,N
439,Alaska Airlines,AS,ASA, Inc.,ALASKA,Y
440,Air-Spray 1967 Ltd.,N/A,ASB,AIR SPRAY,Canada,N
441,Air Star Corporation,N/A,ASC,AIR STAR,Canada,N
442,Air Sinai,4D,ASD,AIR SINAI,Egypt,Y
443,Airstars,PL,ASE,MOROZOV,Russia,N
444,Air Schefferville,N/A,ASF, Inc.,SCHEFF,N
445,African Star Airways (PTY) Ltd.,N/A,ASG,AFRICAN STAR,South Africa,N
446,Aerosun International,N/A,ASI, Inc.,AEROSUN,N
447,Air Satellite,N/A,ASJ,SATELLITE,Canada,N
448,Awesome Flight Services (PTY) Ltd.,N/A,ASM,AWESOME,South Africa,N
449,Air and Sea Transport,N/A,ASN, ,Russia,N
450,Aero Slovakia,N/A,ASO,AERO NITRA,Slovakia,N
451,Airsprint,N/A,ASP,AIRSPRINT,Canada,N
452,Atlantic Southeast Airlines,EV,ASQ,ACEY,United States,Y
453,All Star Airlines,N/A,ASR, Inc.,ALL STAR,N
454,Air Class,N/A,ASS, S.A. de C.V.,AIR CLASS,N
455,Aerlineas Del Oeste,N/A,AST,AEROESTE,Mexico,N
456,Aviones Are,N/A,NRE,AVIONES ARE,Mexico,N
457,Air Nepal International,N/A,NPL,AIR NEPAL,Nepal,N
458,Air Napier,N/A,NPR,N/A,New Zealand,N
459,Air Taxi & Cargo,N/A,WAM,TAXI CARGO,Sudan,N
460,Arrow Panama,N/A,WAP,ARROW PANAMA,Panama,N
461,Astravia-Bissau Air Transports Ltd.,N/A,ASV,ASTRAVIA,Guinea-Bissau,N
462,Astrakhan Airlines,OB,ASZ,AIR ASTRAKHAN,Russia,Y
463,Air Transport Association,N/A,ATA,N/A,United States,N
464,Atlantair Ltd.,N/A,ATB,STARLITE,Canada,N
465,Air Tanzania,TC,ATC,TANZANIA,Tanzania,Y
466,Aerotours Dominicana,N/A,ATD,AEROTOURS,Dominican Republic,N
467,Atlantis Transportation Services,N/A,ATE, Ltd.,ATLANTIS CANADA,N
468,Aerotrans Airline,N/A,ATG,BACHYT,Kazakhstan,N
469,Air Charter World,N/A,XAC,N/A,United States,N
470,Air Burkina,2J,VBW,BURKINA,Burkina Faso,Y
471,Air Travel Corp.,N/A,ATH,AIR TRAVEL,United States,N
472,Aero-Tropics Air Services,HC,ATI,N/A,Australia,N
473,Air Traffic GmbH,N/A,ATJ,SNOOPY,Germany,N
474,AeroTACA,N/A,ATK,AEROTACA,Colombia,N
475,Aerocentral,N/A,ATL,CENTRALMEX,Mexico,N
476,Airlines Of Tasmania,FO,ATM,AIRTAS,Australia,Y
477,Air Saint Pierre,PJ,SPM,N/A,France,Y
478,Air Transport International,8C,ATN,AIR TRANSPORT,United States,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,N/A,ATP,ASTRAL,Colombia,N
480,Air Transport Schiphol,N/A,ATQ,MULTI,Netherlands,N
481,Aeroferinco,N/A,FEO,FERINCO,Mexico,N
482,Aero Taxis Y Servicios Alfe,N/A,FES,AERO ALFE,Mexico,N
483,Avialesookhrana,N/A,FFA,AVIALESOOKHRANA,Russia,N
484,Africair Service,N/A,FFB,FOXTROT FOXTROT,Senegal,N
485,Atlas Airlines,N/A,ATR,ATLAS-AIR,United States,N
486,Air Transport Service,N/A,ATS,N/A,Democratic Republic of the Congo,N
487,Aer Turas,N/A,ATT,AERTURAS,Ireland,N
488,Atlant Aerobatics Ltd.,N/A,ATU,ATLANT HUNGARY,Hungary,N
489,Avanti Air,N/A,ATV,AVANTI AIR,Germany,N
490,Aero Trades (Western) Ltd.,N/A,ATW,AERO TRADES,Canada,N
491,Austrian Airlines,OS,AUA,AUSTRIAN,Austria,Y
492,Air Southwest,N/A,WOW,SWALLOW,United Kingdom,Y
493,Augsburg Airways,IQ,AUB,AUGSBURG-AIR,Germany,Y
494,Air Corporate,N/A,CPV,AIRCORPORATE,Italy,N
495,Aviastar-Tu,N/A,TUP,TUPOLEVAIR,Russia,N
496,AirBridge Cargo,RU,ABW,AIRBRIDGE CARGO,Russia,N
497,ATUR,N/A,TUR,N/A,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,N/A,TXU,ATESA,Ecuador,N
499,Austin Express,N/A,TXX,COWBOY,United States,N
500,Audi Air,N/A,AUD, Inc.,AUDI AIR,N
501,Augusta Air Luftfahrtunternehmen,N/A,AUF,AUGUSTA,Germany,N
502,Abu Dhabi Amiri Flight,MO,AUH,SULTAN,United Arab Emirates,Y
503,Aeroflot-Nord,5N,AUL,DVINA,Russia,Y
504,Air Atlantic Uruguay,N/A,AUM,ATLAMUR,Uruguay,N
505,Aviones Unidos,N/A,AUN,AVIONES UNIDOS,Mexico,N
506,Avia Business Group,N/A,AUP,N/A,Russia,N
507,Aero Servicios Expecializados,N/A,SVE,AEROESPECIAL,Mexico,N
508,Aurigny Air Services,GR,AUR,AYLINE,United Kingdom,Y
509,Aus-Air,NO,AUS,N/A,Australia,N
510,Austral Lineas Aereas,AU,AUT,AUSTRAL,Argentina,Y
511,Aurora Aviation,N/A,AUU, Inc.,AURORA AIR,N
512,Air Uganda International Ltd.,N/A,AUX,N/A,Uganda,N
513,Aerolineas Uruguayas,N/A,AUY, S.A.,AUSA,N
514,Australian Airlines,AO,AUZ,AUSTRALIAN,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,AV,AVA, S.A.,AVIANCA,Y
516,Aviation Beaufort,N/A,AVB,BEAUPAIR,United Kingdom,N
517,Alamo Aviacion,N/A,AVD, S.L.,ALAMO,N
518,Aviair Aviation Ltd.,N/A,AVF,CARIBOO,Canada,N
519,Air Falcon,N/A,AVG,DJIBOUTI FALCON,Djibouti,N
520,AV8 Helicopters,N/A,AVH,KENT HELI,United Kingdom,N
521,Avia Traffic Company,N/A,AVJ,ATOMIC,Kyrgyzstan,N
522,AV8 Helicopters,N/A,AVK,AVIATE-COPTER,South Africa,N
523,Aviacion Ejecutiva Mexicana,N/A,AVM, S.A.,AVEMEX,N
524,Air Vanuatu,NF,AVN,AIR VAN,Vanuatu,Y
525,Aviation at Work,N/A,AVO,AVIATION WORK,South Africa,N
526,Avcorp Registrations,N/A,AVP,AVCORP,United Kingdom,N
527,Alfa Aerospace,N/A,LFP,ALFA-SPACE,Australia,N
528,Atlantic Airfreight Aviation,N/A,LFR,LANFREIGHT,Sao Tome and Principe,N
529,Aerolift Company,N/A,LFT,LIFTCO,Sierra Leone,N
530,Aviation Services,N/A,AVQ, Inc.,AQUILINE,N
531,Active Aero Charter,N/A,AVR, Inc.,ACTIVE AERO,N
532,Avialsa T-35,N/A,AVS,AVIALSA,Spain,N
533,Asia Avia Airlines,N/A,AVT,ASIAVIA,Indonesia,N
534,Avia Sud A,N/A,AVU,AVIASUD,France,N
535,Airvantage Incorporated,N/A,AVV,AIRVANTAGE,United States,N
536,Aviator Airways,N/A,AVW,AVIATOR,Greece,N
537,Aviapaslauga,N/A,AVX,PASLAUGA,Lithuania,N
538,ASL,N/A,XXX,N/A,Belgium,N
539,Air Yugoslavia,N/A,YRG,YUGAIR,Serbia,N
540,Airlink Zambia,K8,ZAK,N/A,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,N/A,ZZM,N/A,Ivory Coast,N
542,Airbus Transport International,N/A,BGA,BELOUGA,France,N
543,Air Bangladesh,B9,BGD,AIR BANGLA,Bangladesh,Y
544,Aviodetachment-28,N/A,BGF,BULGARIAN,Bulgaria,N
545,Aero BG,N/A,BGG,AERO BG,Mexico,N
546,Aerotaxis De La Bahia,N/A,BHC,BAHIA,Mexico,N
547,Air Mediterranee,DR,BIE,MEDITERRANEE,France,Y
548,Aviaservice,N/A,BIV,AVIASERVICE,Georgia,N
549,Aerolineas De El Salvador,N/A,SZA,AESA,El Salvador,N
550,Swaziland Airlink,N/A,SZL,SWAZILINK,Swaziland,N
551,Air Moorea,N/A,TAH,AIR MOOREA,France,Y
552,Aerovaradero,N/A,AVY, S.A.,AEROVARADERO,N
553,Air Valencia,N/A,AVZ,AIR VALENCIA,Spain,N
554,Airways International,N/A,AWB, Inc.,AIRNAT,N
555,Airwork,N/A,AWK,AIRWORK,New Zealand,N
556,Australian Wetleasing,N/A,AWL,AUSSIEWORLD,Australia,N
557,Air Niamey,N/A,AWN,AIR NIAMEY,Niger,N
558,Awood Air Ltd.,N/A,AWO,AWOOD AIR,Canada,N
559,Arctic Wings And Rotors Ltd.,N/A,AWR,ARCTIC WINGS,Canada,N
560,Auo Airclub AIST-M,N/A,ISM,STORK,Russia,N
561,Arab Wings,N/A,AWS,ARAB WINGS,Jordan,N
562,Air West,N/A,AWT,AIR WEST,Canada,N
563,Aeroline GmbH,7E,AWU,SYLT-AIR,Germany,Y
564,Airwave Transport,N/A,AWV, Inc.,AIRWAVE,N
565,Air Wales,6G,AWW,RED DRAGON,United Kingdom,Y
566,Aeroway,N/A,AWY, S.L.,AEROWEE,N
567,Air Caraïbes,TX,FWI,FRENCH WEST,France,Y
568,AirWest,N/A,AWZ, ,Sudan,N
569,Air India Express,IX,AXB,EXPRESS INDIA,India,Y
570,Air Express,N/A,AXD,AIR SUDEX,Sudan,N
571,Asian Express Airlines,HJ,AXF,FREIGHTEXPRESS,Australia,N
572,Aeromexhaga,N/A,AXH,AEROMEXHAGA,Mexico,N
573,Aeron International Airlines,N/A,AXI, Inc.,AIR FREIGHTER,N
574,African Express Airways,N/A,AXK,EXPRESS JET,Kenya,N
575,Air Exel,XT,AXL,EXEL COMMUTER,Netherlands,Y
576,AirAsia,AK,AXM,ASIAN EXPRESS,Malaysia,Y
577,Alexandair,N/A,AXN,ALEXANDROS,Greece,N
578,Aeromax,N/A,AXP,AEROMAX SPAIN,Spain,N
579,Action Airlines (Action Air Charter),N/A,AXQ,ACTION AIR,United States,N
580,Alberni Airways,N/A,BNI,ALBERNI,Canada,N
581,Aerolineas Bonanza,N/A,BNZ,AERO BONANZA,Mexico,N
582,Aerobona,N/A,BOC,AEROBONA,Mexico,N
583,Aboitiz Air,N/A,BOI,ABAIR,Philippines,N
584,Axel Rent,N/A,AXR, S.A.,RENTAXEL,N
585,Altus Airlines,N/A,AXS,ALTUS,United States,N
586,Aviaxess,N/A,AXV,AXAVIA,France,N
587,Avioimpex A.D.p.o.,N/A,AXX,IMPEX,Macedonia,N
588,Axis Airways,6V,AXY,AXIS,France,N
589,Aladia Airlines,N/A,AYD,AIRLINES ALADIA,Mexico,N
590,Aykavia Aircompany,N/A,AYK,N/A,Armenia,N
591,Airman,N/A,AYM, S.L.,AIRMAN,N
592,Atlantic Airlines,N/A,AYN, S.A.,ATLANTIC NICARAGUA,N
593,Awsaj Aviation Services,N/A,AYS,N/A,Libya,N
594,Ayeet Aviation & Tourism,N/A,AYT,AYEET,Israel,N
595,Atlant-Soyuz Airlines,3G,AYZ,ATLANT-SOYUZ,Russia,Y
596,Alitalia,AZ,AZA,ALITALIA,Italy,Y
597,Azamat,N/A,AZB,TUMARA,Kazakhstan,N
598,Arcus-Air Logistic,ZE,AZE,ARCUS AIR,Germany,N
599,Air Zermatt AG,N/A,AZF,AIR ZERMATT,Switzerland,N
600,Azalhelikopter,N/A,AZK,AZALHELICOPTER,Azerbaijan,N
601,Africa One,N/A,AZL,SKY AFRICA,Zambia,N
602,Aerocozumel,N/A,AZM,AEROCOZUMEL,Mexico,N
603,Amaszonas,Z8,AZN,N/A,Bolivia,Y
604,Arizona Pacific Airways,N/A,AZP,ARIZONA PACIFIC,United States,N
605,Aviacon Zitotrans Air Company,N/A,AZS,ZITOTRANS,Russia,N
606,Azimut,N/A,AZT, S.A.,AZIMUT,N
607,Azov Avia Airlines,N/A,AZV,AZOV AVIA,Ukraine,N
608,Air Zimbabwe,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y
609,Aero Jomacha,N/A,MHC,AERO JOMACHA,Mexico,N
610,Air Memphis,N/A,MHS,AIR MEMPHIS,Egypt,N
611,Air Memphis,N/A,MHU,MEPHIS UGANDA,Uganda,N
612,Air Marrakech Service,N/A,MKH,AIR MARRAKECH,Morocco,N
613,Air Max Africa,N/A,AZX,AZIMA,Gabon,N
614,Arizona Airways,N/A,AZY, Inc.,ARIZAIR,N
615,Azza Transport,N/A,AZZ,AZZA TRANSPORT,Sudan,N
616,Air Continental Inc,N/A,NAR,NIGHT AIR,United States,N
617,Antanik-Air,N/A,NAU,ANTANIK,Ukraine,N
618,Air Newark,N/A,NER,NEWAIR,United States,N
619,Aircraft Support and Services,N/A,NFF,N/A,Lebanon,N
620,Aerobanana,N/A,OBA,AEROBANANA,Mexico,N
621,Amako Airlines,N/A,OBK,AMAKO AIR,Nigeria,N
622,Aserca Airlines,R7,OCA,AROSCA,Venezuela,Y
623,Afrique CArgo Service Senegal,N/A,NFS,N/A,Senegal,N
624,Angoservice,N/A,NGC,ANGOSERVICE,Angola,N
625,Angel Airlines,N/A,NGE,ANGEL AIR,Thailand,N
626,Angel Flight America,N/A,NGF,ANGEL FLIGHT,United States,N
627,Air Atonabee,N/A,OUL,CITY EXPRESS,Canada,N
628,Aero Nova,N/A,OVA,AERONOVA,Spain,N
629,Amira Air,N/A,XPE,EXPERT,Austria,N
630,Aero Express Intercontinental,N/A,XSS,INTER EXPRESS,Mexico,N
631,Advance Aviation Services,N/A,XTJ,N/A,United States,N
632,Air Libya Tibesti,N/A,TLR,AIR LIBYA,Libya,N
633,Aerovic,N/A,OVC,N/A,Ecuador,N
634,Airventure,N/A,RVE,AIRVENTURE,Belgium,N
635,Aero Servicios,N/A,RVI,AERO SERVICIOS,Mexico,N
636,Airvallee,N/A,RVL,AIR VALLEE,Italy,N
637,Aeromover,N/A,OVE,AEROMOVER,Mexico,N
638,Aerovias Ejecutivas,N/A,OVI,VIAS EJECUTIVAS,Mexico,N
639,Aero Servicio Pity,N/A,PTD,PITY,Mexico,N
640,Aero Copter,N/A,PTE,N/A,Mexico,N
641,Rossiya-Russian Airlines,FV,SDM,PULKOVO,Russia,Y
642,Air Pal,N/A,PLL,AIRPAL,Spain,N
643,Air Pullmantur,N/A,PLM,PULLMANTUR,Spain,N
644,Aviaexpress,RX,AEH,Avex,Hungary,N
645,Aviones Para Servirle,N/A,PSG,SERVIAVIONES,Mexico,N
646,Avio Sluzba,N/A,SLU,AVIO SLUZBA,Serbia,N
647,Air Scorpio,N/A,SCU,SCORPIO UNIVERS,Bulgaria,N
648,Air Spirit,N/A,SIP,AIR SPIRIT,United States,N
649,Alatau Airlines,N/A,BMV,OLIGA,Kazakhstan,N
650,Aviateca,N/A,GUG,AVIATECA,Guatemala,N
651,Aroostook Aviation,N/A,PXX,PINE STATE,United States,N
652,Aeropycsa,N/A,PYC,AEROPYCSA,Mexico,N
653,Association of Private Pilots of Kazakhstan,N/A,PVK,BORIS,Kazakhstan,N
654,The Amiri Flight,N/A,BAH,BAHRAIN,Bahrain,N
655,Aero Services,N/A,BAS,AEROSERV,Barbados,N
656,Ababeel Aviation,N/A,BBE,BABEL AIR,Sudan,N
657,Air Bashkortostan,N/A,BBT,AGYDAL,Russia,N
658,Ambulance Air Africa,N/A,MCY,MERCY,South Africa,N
659,American Eagle Airlines,MQ,EGF,EAGLE FLIGHT,United States,Y
660,Aeropuelche,N/A,PUE,PUELCHE,Chile,N
661,Aeroput,N/A,PUT,N/A,Serbia,N
662,Azzurra Air,N/A,AZI,AZZURRA,Italy,N
663,Airshop,FF,N/A,N/A,Netherlands,N
664,African Transport Trading and Investment Company,ML,N/A,N/A,Sudan,N
665,AD Aviation,N/A,VUE,FLIGHTVUE,United Kingdom,Y
666,Aero Costa Taxi Aereo,N/A,XCT,AEROCOSTAXI,Mexico,N
667,Aerovitro,N/A,VRO,AEROVITRO,Mexico,N
668,Aerotaxi Villa Rica,N/A,VRI,VILLARICA,Mexico,N
669,Aerovega,N/A,VEG,AEROVEGA,Mexico,N
670,Aerovilla,N/A,VVG,AEROVILLA,Colombia,N
671,Aerolineas Villaverde,N/A,VLR,VILLAVERDE,Mexico,N
672,Aero Air,N/A,WIL,WILLIAMETTE,United States,N
673,Aero Ejecutivos,N/A,VEJ,VENEJECUTIV,Venezuela,N
674,Aero Industries Inc,N/A,WAB,WABASH,United States,N
675,Aero Servicios Vanguardia,N/A,VNG,VANGUARDIA,Mexico,N
676,Aero Taxi Los Valles,N/A,VAD,VALLES,Spain,N
677,Aero Vilamoura,N/A,VMR,AERO VILAMOURA,Portugal,N
678,Aero Virel,N/A,VLS,VIREL,Mexico,N
679,Aeronautical Radio Inc,N/A,XAA,N/A,United States,N
680,Aerovuelox,N/A,VUO,AEROVUELOX,Mexico,N
681,Aeronaves TSM,N/A,VTM,AERONAVES TSM,Mexico,N
682,Air Ivoire,VU,VUN,AIRIVOIRE,Ivory Coast,Y
683,Air Botswana,BP,BOT,BOTSWANA,Botswana,Y
684,Air-Rep,N/A,XPR,N/A,United States,N
685,Air Excel,N/A,XLL,TINGA-TINGA,Tanzania,N
686,Air Evans,N/A,VAE,AIR-EVANS,Spain,N
687,Air Sorel,N/A,WHY,AIR SOREL,Canada,N
688,Air Net Private Charter,N/A,WDR,WIND RIDER,United States,N
689,Air Executive Charter,N/A,XEC,N/A,Germany,N
690,Air Foyle,GS,UPA,FOYLE,United Kingdom,Y
691,Air Midwest,N/A,VTY,VICTORY,Nigeria,N
692,Air Tahiti,VT,VTA,AIR TAHITI,French Polynesia,Y
693,Air Urga,3N,URG,URGA,Ukraine,N
694,Air Vardar,N/A,VDR,VARDAR,Macedonia,N
695,Air VIA,VL,VIM,N/A,Bulgaria,Y
696,Air Walser,N/A,WLR,AIRWALSER,Italy,N
697,Aircompany Rosavia,N/A,URA,ROSAVIA,Ukraine,N
698,Aircraft Performance Group,N/A,XLB,N/A,United States,N
699,Airwaves Airlink,N/A,WLA,AIRLIMITED,Zambia,N
700,Airways Corporation of New Zealand,N/A,XFX,AIRCORP,New Zealand,N
701,Airways,N/A,WAY,GARONNE,France,N
702,Airwings oy,N/A,WGS,AIRWINGS,Finland,N
703,Airkenya,N/A,XAK,SUNEXPRESS,Kenya,N
704,Air-Lift Associates,N/A,WPK,WOLFPACK,United States,N
705,Airtrans Ltd,N/A,VAB,N/A,Russia,N
706,ARP 410 Airlines,N/A,URP,AIR-ARP,Ukraine,N
707,Auckland Regional Rescue Helicopter Trust,N/A,WPR,WESTPAC RESCUE,New Zealand,N
708,Aurora Airlines,N/A,URR,AIR AURORA,Slovenia,N
709,Austro Aereo,N/A,UST,AUSTRO AEREO,Ecuador,N
710,Aviation Partners,N/A,WLT,WINGLET,United States,N
711,Avialift Vladivostok,N/A,VLV,VLADLIFT,Russia,N
712,Aviacion Comercial de America,N/A,VME,AVIAMERICA,Mexico,N
713,Aviast Air,N/A,VVA,IALSI,Russia,N
714,Aviation North,N/A,WLV,WOLVERINE,United States,N
715,Africa West,FK,WTA,WEST TOGO,Togo,Y
716,Avient Air Zambia,N/A,VNT,AVIENT,Zambia,N
717,Aviazur,N/A,VZR,IAZUR,France,N
718,Aviaprad,N/A,VID,AVIAPRAD,Russia,N
719,Avirex,G2,VXG,AVIREX-GABON,Gabon,N
720,Aviaexpress Aircompany,N/A,VXX,EXPRESSAVIA,Ukraine,N
721,AMR Services Corporation,N/A,XAM,ALLIANCE,United States,N
722,Airline Operations Services,N/A,XAO,N/A,United States,N
723,Airlines 400,N/A,VAZ,REMONT AIR,Russia,N
724,ATRAN Cargo Airlines,V8,VAS,ATRAN,Russian Federation,Y
725,Ameravia,N/A,VAM,AMERAVIA,Uruguay,N
726,Angkor Air,N/A,VAV,AIR ANGKOR,Cambodia,N
727,AVB-2004 Ltd,N/A,VBC,AIR VICTOR,Bulgaria,N
728,ASECNA,N/A,XKX,N/A,France,N
729,AT and T Aviation Division,N/A,XAT,N/A,United States,N
730,Avalair,N/A,VAI,AIR AVALAIR,Serbia,N
731,Averitt Air Charter,N/A,VRT,AVERITT,United States,N
732,Avensa,VE,AVE,Avensa,Venezuela,N
733,Avolar Aerolineas,V5,VLI,AEROVOLAR,Mexico,N
734,Avstar Aviation,N/A,VSA,STARBIRD,South Africa,N
735,AVESCA,N/A,VSC,AVESCA,Colombia,N
736,Aviaprom Enterprises,N/A,XAV,AVIAPROM,Russia,N
737,Avia Trans Air Transport,N/A,VTT,VIATRANSPORT,Sudan,N
738,Aviostart AS,N/A,VSR,AVIOSTART,Bulgaria,N
739,Aviacao Transportes Aereos e Cargas,N/A,VTG,ATACARGO,Angola,N
740,Assistance Aeroportuaire de L'Aeroport de Paris,N/A,XJA,N/A,France,N
741,American Flight Service Systems,N/A,XFS,N/A,United States,N
742,AASANA,N/A,XXV,N/A,Bolivia,N
743,Australian air Express,N/A,XME,AUS-CARGO,Australia,N
744,AMS Group,N/A,XMG,N/A,Russia,N
745,Air Caraibes Atlantique,N/A,CAJ,CAR LINE,France,N
746,Air China Cargo,N/A,CAO,AIRCHINA FREIGHT,China,N
747,Aerovias Caribe,N/A,CBE,AEROCARIBE,Mexico,N
748,Aerotaxi del Cabo,N/A,CBO,TAXI CABO,Mexico,N
749,Air Columbus,N/A,CBS,AIR COLUMBUS,Ukraine,N
750,Aero Cabo,N/A,CBV,CABOAEREO,Mexico,N
751,Air China,CA,CCA,AIR CHINA,China,Y
752,Aerocardal,N/A,CDA,CARDAL,Chile,N
753,Aero Condor Peru,Q6,CDP,CONDOR-PERU,Peru,Y
754,Aerotrans,N/A,CDU,N/A,Russia,N
755,Airline Skol,N/A,CDV,SKOL,Russia,N
756,Aerofan,N/A,CFF,AEROFAN,Spain,N
757,ACEF,N/A,CFM,ACEF,Portugal,N
758,Africa One,N/A,CFR,N/A,Democratic Republic of the Congo,N
759,Aero Calafia,N/A,CFV,CALAFIA,Mexico,N
760,Air Cargo Belize,N/A,CGB,CARGO BELIZE,Belize,N
761,Aero Clube Do Algarve,N/A,CGV,CLUBE ALGARVE,Portugal,N
762,Air Great Wall,N/A,CGW,CHANGCHENG,China,N
763,Aircompany Chaika,N/A,CHJ,AIR CHAIKA,Ukraine,N
764,Air Charter Services,N/A,CHR,ZAIRE CHARTER,Democratic Republic of the Congo,N
765,Air Charter Professionals,N/A,CHV,CHARTAIR,United States,N
766,Asia Continental Airlines,N/A,CID,ACID,Kazakhstan,N
767,Arctic Circle Air Service,5F,CIR,AIR ARCTIC,United States,N
768,Aviation Charter Services,N/A,CKL,CIRCLE CITY,United States,N
769,Aerovias Castillo,N/A,CLL,AEROCASTILLO,Mexico,N
770,Aero Club De Portugal,N/A,CLP,CLUB PORTUGAL,Portugal,N
771,Air Care Alliance,N/A,CMF,COMPASSION,United States,N
772,Aero Continente Dominicana,N/A,CND,CONDOMINICANA,Dominican Republic,N
773,Air Toronto,N/A,CNE,CONNECTOR,Canada,N
774,Aquila Air,N/A,CNH,CHENANGO,United States,N
775,Air Consul,N/A,CNU,AIR CONSUL,Spain,N
776,Allcanada Express,N/A,CNX,CANEX,Canada,N
777,ATS Private Company,N/A,CPF,TECHSERVICE,Ukraine,N
778,Air Corridor,QC,CRD,AIR CORRIDOR,Mozambique,N
779,Air Central,NV,CRF,AIR CENTRAL,Japan,N
780,Air Cruzal,N/A,CRJ,AIR CRUZAL,Angola,N
781,Aerotransportes Corporativos,N/A,CRP,AEROTRANSCORP,Mexico,N
782,Air Creebec,N/A,CRQ,CREE,Canada,N
783,Aero Charter and Transport,N/A,CTA,CHAR-TRAN,United States,N
784,Air Tenglong,N/A,CTE,TENGLONG,China,N
785,Aerlineas Centauro,N/A,CTR,CENTAURO,Mexico,N
786,Aerocuahonte,N/A,CUO,CUAHONTE,Mexico,N
787,Air Chathams,CV,CVA,CHATHAM,New Zealand,Y
788,Air Marshall Islands,CW,CWM,AIR MARSHALLS,Marshall Islands,Y
789,Australian Customs Service,N/A,CWP,COASTWATCH,Australia,N
790,Air One Cityliner,N/A,CYL,CITYLINER,Italy,N
791,Air Transport,N/A,CYO,COYOTE,United States,N
792,Access Air,ZA,CYD,CYCLONE,United States,Y
793,Aerocheyenne,N/A,CYE,AEROCHEYENNE,Mexico,N
794,Air Algerie,AH,DAH,AIR ALGERIE,Algeria,Y
795,Aerovias DAP,N/A,DAP,DAP,Chile,N
796,Air Alpha,N/A,DBA,DOUBLE-A,United States,N
797,Air Niagara Express,N/A,DBD,AIR NIAGARA,Canada,N
798,Aviation Defense Service,N/A,DEF,TIRPA,France,N
799,Air Service Groningen,N/A,DEG,DEGGER,Netherlands,N
800,Adam Air,KI,DHI,ADAM SKY,Indonesia,Y
801,Astar Air Cargo,ER,DHL,DAHL,United States,N
802,Archer Aviation,N/A,DHM,ARCHER,United Kingdom,N
803,Aeromedica,N/A,DIC,AEROMEDICA,Mexico,N
804,Aerodin,N/A,DIN,AERODIN,Mexico,N
805,Antinea Airlines,HO,DJA,ANTINEA,Algeria,N
806,Air Djibouti,N/A,DJU,AIR DJIB,Djibouti,N
807,Air Dolomiti,EN,DLA,DOLOMOTI,Italy,Y
808,Aero Modelo,N/A,DLS,AEROMODELO,Mexico,N
809,Aerolineas Del Sur,N/A,DLU,DEL SUR,Chile,N
810,Aerodinamica de Monterrey,N/A,DMC,DINAMICAMONT,Mexico,N
811,Aeroservicios Dinamicos,N/A,DMI,AERODINAMICO,Mexico,N
812,Aerotaxis Dosmil,N/A,DML,N/A,Mexico,N
813,Aerodespachos De El Salvador,N/A,DNA,AERODESPACHOS,El Salvador,N
814,Aeroynamics Malaga,N/A,DNC,FLYINGOLIVE,Spain,N
815,Aerodynamics Incorporated,N/A,DNJ,DYNAJET,United States,N
816,Aeroflot-Don,D9,DNV,DONAVIA,Russia,Y
817,Air Madrid,NM,DRD,ALADA AIR,Spain,Y
818,Airways Flight Training,N/A,DRM,DARTMOOR,United Kingdom,N
819,Aeronaves Del Noreste,N/A,DRO,AERONORESTE,Mexico,N
